"miRNA_id_and_region";"TCGA-2G-AAEW-01A-11R-A439-13";"TCGA-2G-AAEX-01A-11R-A439-13";"TCGA-2G-AAF1-01A-11R-A439-13";"TCGA-2G-AAF4-01A-11R-A439-13";"TCGA-2G-AAF6-01A-11R-A439-13";"TCGA-2G-AAF8-01A-11R-A439-13";"TCGA-2G-AAFE-01A-11R-A439-13";"TCGA-2G-AAFG-01A-11R-A439-13";"TCGA-2G-AAFG-05A-11R-A439-13";"TCGA-2G-AAFH-01A-12R-A439-13";"TCGA-2G-AAFI-01A-21R-A439-13";"TCGA-2G-AAFJ-01A-11R-A439-13";"TCGA-2G-AAFL-01A-21R-A439-13";"TCGA-2G-AAFM-01A-11R-A439-13";"TCGA-2G-AAFN-01A-31R-A439-13";"TCGA-2G-AAFO-01A-31R-A439-13";"TCGA-2G-AAFV-01A-11R-A439-13";"TCGA-2G-AAFY-01A-11R-A439-13";"TCGA-2G-AAFZ-01A-11R-A439-13";"TCGA-2G-AAG0-01A-11R-A439-13";"TCGA-2G-AAG3-01A-11R-A439-13";"TCGA-2G-AAG5-01A-11R-A439-13";"TCGA-2G-AAG6-01A-11R-A439-13";"TCGA-2G-AAG7-01A-11R-A439-13";"TCGA-2G-AAG8-01A-31R-A439-13";"TCGA-2G-AAG9-01A-11R-A439-13";"TCGA-2G-AAGA-01A-11R-A439-13";"TCGA-2G-AAGC-01A-21R-A439-13";"TCGA-2G-AAGE-01A-21R-A439-13";"TCGA-2G-AAGF-01A-31R-A439-13";"TCGA-2G-AAGG-01A-11R-A439-13";"TCGA-2G-AAGI-01A-11R-A439-13";"TCGA-2G-AAGI-05A-11R-A439-13";"TCGA-2G-AAGJ-01A-11R-A439-13";"TCGA-2G-AAGK-01A-11R-A439-13";"TCGA-2G-AAGM-01A-11R-A439-13";"TCGA-2G-AAGN-01A-11R-A439-13";"TCGA-2G-AAGO-01A-11R-A439-13";"TCGA-2G-AAGP-01A-11R-A439-13";"TCGA-2G-AAGS-01A-11R-A439-13";"TCGA-2G-AAGT-01A-11R-A439-13";"TCGA-2G-AAGV-01A-11R-A439-13";"TCGA-2G-AAGW-01A-11R-A439-13";"TCGA-2G-AAGX-01A-11R-A439-13";"TCGA-2G-AAGY-01A-11R-A439-13";"TCGA-2G-AAGY-05A-11R-A439-13";"TCGA-2G-AAGZ-01A-11R-A439-13";"TCGA-2G-AAH0-01A-11R-A439-13";"TCGA-2G-AAH2-01A-11R-A439-13";"TCGA-2G-AAH3-01A-11R-A439-13";"TCGA-2G-AAH4-01A-12R-A439-13";"TCGA-2G-AAH8-01A-11R-A439-13";"TCGA-2G-AAHA-01A-11R-A439-13";"TCGA-2G-AAHC-01A-11R-A439-13";"TCGA-2G-AAHG-01A-11R-A439-13";"TCGA-2G-AAHL-01A-11R-A439-13";"TCGA-2G-AAHN-01A-11R-A439-13";"TCGA-2G-AAHP-01A-12R-A439-13";"TCGA-2G-AAHP-05A-11R-A439-13";"TCGA-2G-AAHT-01A-11R-A439-13";"TCGA-2G-AAKD-01A-31R-A439-13";"TCGA-2G-AAKG-01A-11R-A439-13";"TCGA-2G-AAKG-05A-11R-A439-13";"TCGA-2G-AAKH-01A-11R-A439-13";"TCGA-2G-AAKL-01A-11R-A439-13";"TCGA-2G-AAKM-01A-11R-A439-13";"TCGA-2G-AAKO-01A-11R-A439-13";"TCGA-2G-AAKO-05A-11R-A439-13";"TCGA-2G-AAL5-01A-11R-A439-13";"TCGA-2G-AAL7-01A-11R-A439-13";"TCGA-2G-AALF-01A-11R-A439-13";"TCGA-2G-AALG-01A-11R-A439-13";"TCGA-2G-AALN-01A-11R-A439-13";"TCGA-2G-AALO-01A-12R-A439-13";"TCGA-2G-AALP-01A-12R-A439-13";"TCGA-2G-AALQ-01A-12R-A439-13";"TCGA-2G-AALR-01A-21R-A439-13";"TCGA-2G-AALS-01A-12R-A439-13";"TCGA-2G-AALT-01A-11R-A439-13";"TCGA-2G-AALW-01A-11R-A439-13";"TCGA-2G-AALX-01A-11R-A439-13";"TCGA-2G-AALY-01A-11R-A439-13";"TCGA-2G-AALZ-01A-11R-A439-13";"TCGA-2G-AAM2-01A-11R-A439-13";"TCGA-2G-AAM3-01A-11R-A439-13";"TCGA-2G-AAM4-01A-11R-A439-13";"TCGA-2X-A9D5-01A-11R-A439-13";"TCGA-2X-A9D6-01A-11R-A439-13";"TCGA-4K-AA1G-01A-11R-A439-13";"TCGA-4K-AA1H-01A-11R-A439-13";"TCGA-4K-AA1I-01A-11R-A439-13";"TCGA-4K-AAAL-01A-11R-A439-13";"TCGA-S6-A8JW-01A-11R-A439-13";"TCGA-S6-A8JX-01A-11R-A439-13";"TCGA-S6-A8JY-01A-11R-A43A-13";"TCGA-SB-A6J6-01A-11R-A43A-13";"TCGA-SB-A76C-01A-11R-A43A-13";"TCGA-SN-A6IS-01A-11R-A43A-13";"TCGA-SN-A84W-01A-11R-A43A-13";"TCGA-SN-A84X-01A-11R-A43A-13";"TCGA-SN-A84Y-01A-11R-A43A-13";"TCGA-SO-A8JP-01A-11R-A43A-13";"TCGA-VF-A8A8-01A-11R-A43A-13";"TCGA-VF-A8A9-01A-11R-A43A-13";"TCGA-VF-A8AA-01A-11R-A43A-13";"TCGA-VF-A8AB-01A-31R-A43A-13";"TCGA-VF-A8AC-01A-11R-A43A-13";"TCGA-VF-A8AD-01A-11R-A43A-13";"TCGA-VF-A8AE-01A-11R-A43A-13";"TCGA-W4-A7U2-01A-11R-A43A-13";"TCGA-W4-A7U3-01A-12R-A43A-13";"TCGA-W4-A7U4-01A-12R-A43A-13";"TCGA-WZ-A7V3-01A-11R-A43A-13";"TCGA-WZ-A7V4-01A-11R-A43A-13";"TCGA-WZ-A7V5-01A-11R-A43A-13";"TCGA-WZ-A8D5-01A-11R-A43A-13";"TCGA-X3-A8G4-01A-11R-A43A-13";"TCGA-XE-A8H1-01A-11R-A43A-13";"TCGA-XE-A8H4-01A-31R-A43A-13";"TCGA-XE-A8H5-01A-11R-A43A-13";"TCGA-XE-A9SE-01A-21R-A43A-13";"TCGA-XE-AANI-01A-11R-A43A-13";"TCGA-XE-AANJ-01A-11R-A43A-13";"TCGA-XE-AANR-01A-11R-A43A-13";"TCGA-XE-AANV-01A-11R-A43A-13";"TCGA-XE-AAO3-01A-11R-A43A-13";"TCGA-XE-AAO4-01A-11R-A43A-13";"TCGA-XE-AAO6-01A-31R-A43A-13";"TCGA-XE-AAOB-01A-11R-A43A-13";"TCGA-XE-AAOC-01A-11R-A43A-13";"TCGA-XE-AAOD-01A-11R-A43A-13";"TCGA-XE-AAOF-01A-11R-A43A-13";"TCGA-XE-AAOJ-01A-12R-A43A-13";"TCGA-XE-AAOL-01A-11R-A43A-13";"TCGA-XY-A89B-01A-11R-A43A-13";"TCGA-XY-A8S2-01A-11R-A43A-13";"TCGA-XY-A8S3-01B-11R-A43A-13";"TCGA-XY-A9T9-01A-11R-A43A-13";"TCGA-YU-A90P-01A-11R-A43A-13";"TCGA-YU-A90Q-01A-11R-A43A-13";"TCGA-YU-A90S-01A-11R-A43A-13";"TCGA-YU-A90W-01A-11R-A43A-13";"TCGA-YU-A90Y-01A-11R-A43A-13";"TCGA-YU-A912-01A-11R-A43A-13";"TCGA-YU-A94D-01A-11R-A43A-13";"TCGA-YU-A94I-01A-11R-A43A-13";"TCGA-YU-AA4L-01A-11R-A43A-13";"TCGA-YU-AA61-01A-11R-A43A-13";"TCGA-ZM-AA05-01A-12R-A43A-13";"TCGA-ZM-AA06-01A-12R-A43A-13";"TCGA-ZM-AA0B-01A-11R-A43A-13";"TCGA-ZM-AA0D-01A-11R-A43A-13";"TCGA-ZM-AA0E-01A-12R-A43A-13";"TCGA-ZM-AA0F-01A-21R-A43A-13";"TCGA-ZM-AA0H-01A-11R-A43A-13";"TCGA-ZM-AA0N-01A-21R-A43A-13"
"hsa-let-7b, mature,MIMAT0004482";6,039356;9,259374;5,633799;7,436024;6,972757;12,038621;8,201044;6,795571;10,525468;8,457778;2,91592;14,332355;17,559209;15,452302;5,239012;24,766425;11,249704;13,454343;4,138838;13,80086;14,564243;8,037699;7,802068;6,619594;8,792184;6,461445;12,271213;3,389463;8,538774;7,405038;6,20847;4,167873;9,906777;7,191528;4,17621;3,62727;6,443204;11,918225;14,719296;5,256183;3,07083;3,471603;0,474521;12,223303;6,673212;5,371666;35,059541;6,329865;3,815378;7,034057;1,67677;1,266342;6,071489;9,705894;7,977709;8,851675;8,542838;6,152489;5,667236;5,381683;11,476147;3,129261;8,613509;8,70208;10,699327;13,972949;4,461325;20,034685;2,454113;10,583225;4,73281;11,405738;4,238557;5,290813;2,397566;7,645205;2,045913;8,972614;8,064336;2,803607;5,352203;8,412745;13,415125;1,127154;4,344134;2,431704;6,272088;8,509263;4,214626;15,042342;7,261682;19,250738;6,69859;10,224931;7,566953;5,900354;3,784297;9,060355;7,512829;9,629696;3,405974;10,010444;3,121539;18,486609;12,95432;8,245664;18,509664;17,267083;8,913118;5,537339;6,776905;6,479007;5,18569;15,765517;9,607002;12,751101;4,055427;14,114669;11,818897;3,062522;12,641385;6,851551;3,481316;21,340622;11,900721;4,956556;17,528359;9,621336;11,020036;7,001394;21,343377;4,376626;4,538199;2,568677;9,007861;3,903012;4,87116;7,186591;5,674478;6,586897;9,584494;6,647151;3,113232;4,221874;6,286987;4,060366;1,126556;9,248197;8,466787;5,527575;7,719661;8,174624;5,347461;10,165206;11,366956;8,348344
"hsa-let-7b, precursor";NA;0,280587;0,152265;0,309834;NA;NA;NA;NA;NA;NA;NA;0,278298;0,190861;NA;NA;0,225149;NA;NA;NA;NA;NA;0,085507;0,195052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,144307;NA;NA;NA;NA;NA;0,317772;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,307624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,143468;0,163021;0,203493;NA;NA;NA;NA;NA;NA;0,104945;NA;NA;NA;NA;NA;NA;NA;NA;0,147474;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,083015;NA;NA;NA;NA;NA;NA;0,385618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,181829;NA;NA;0,096501;NA;NA;0,41757;NA;NA;NA;0,139494;NA;0,155791;NA;0,151273;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,103774;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,089958;NA;NA
"hsa-let-7b, stemloop";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,33592;NA;NA;NA;NA;0,147816;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,186616;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,104945;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,096501;0,773626;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-let-7b, unannotated";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,096004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,311582;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-let-7c, mature,MIMAT0000064";746,866884;1939,417883;1024,133369;1273,419216;977,416468;1257,366967;1215,432127;687,067923;2433,488395;690,366061;366,434058;21947,566676;3732,667918;2466,993384;718,792386;4925,81668;4549,867442;839,964944;9303,368543;1147,196528;29992,893041;9098,505257;15844,293735;5416,482786;2719,997806;443,119131;5125,775444;6359,818595;14035,253748;9487,411632;9581,995975;9178,608715;2963,315206;937,467092;399,663231;3165,355326;570,223591;1534,53769;7478,701394;3162,788518;947,131713;30126,253988;66,432948;33838,115321;9340,113106;1163,413229;8715,082812;919,042511;18932,895268;1154,614752;5585,133987;142,59016;259,616813;1984,127465;1503,588289;1635,125571;637,0886;821,972504;762,897212;365,18559;1025,449283;1036,923288;721,467534;1262,790578;661,260362;3859,274295;747,009728;3431,306199;11226,493625;803,211062;216,734943;7021,415745;4023,857857;6923,335591;1043,540806;9553,838328;9312,31408;5073,188135;12023,92458;19864,297179;26868,900192;20797,946798;9528,743489;135,258588;15347,826579;1497,442822;457,397776;1196,639753;249,311315;5597,078484;1328,282832;7365,157334;513,372527;1490,617069;487,777478;596,472126;562,301992;1672,448646;41309,035178;10905,629654;420,070119;1054,291542;2004,340188;2232,74727;1434,475144;327,470665;3598,008669;939,024598;1015,225996;379,559465;5566,785738;182,094206;112,090675;2059,065174;1017,141295;1297,697769;2343,834118;1825,723969;1218,073749;177,966518;278,854086;18469,851777;396,483252;5086,064801;1249,575646;242,871233;2838,547846;274,437164;7151,724982;15069,976747;3542,533221;550,924363;9326,151481;301,235766;931,670222;4597,004719;2809,684955;628,702795;930,177742;1026,789983;969,098909;1840,768253;2904,85389;263,444945;7601,392752;519,523862;51,258306;12983,52066;573,597969;350,079733;2021,050228;805,351777;323,678701;940,416509;456,951635;1159,330864
"hsa-let-7c, mature,MIMAT0026472";1,073664;7,295263;4,415681;7,745859;4,101622;7,579871;7,269108;6,43791;17,542447;8,457776;6,317829;492,587736;30,728616;9,741669;9,954122;37,374786;30,965682;11,177453;48,483531;10,638164;106,476422;70,030595;99,232556;87,157987;19,275174;2,550571;29,331192;134,561674;125,235347;105,229477;83,370873;141,826759;19,417283;2,568403;2,923347;28,392763;7,875028;7,945484;62,34055;31,298177;4,82559;110,46009;0,949042;353,82264;139,501902;6,714582;51,660584;2,69356;293,784113;6,176245;71,914795;0,759805;1,214298;10,191189;7,977708;3,983254;2,97705;2,460995;3,487531;0,768812;3,331785;12,232565;5,512645;6,131013;5,874141;38,905078;2,361878;19,708918;101,538928;5,570119;1,809604;157,528313;44,993913;75,699339;11,588237;123,923424;82,745816;37,538481;164,934867;115,360178;174,733694;232,273835;138,063978;2,254308;160,559206;18,480944;2,787595;6,728255;0,972606;27,282679;9,077104;38,793154;2,232864;15,115115;2,619329;4,022969;2,226057;13,009741;753,787094;76,207416;3,784416;8,519528;23,411542;28,926106;17,617877;3,975588;31,813485;9,395325;8,043547;2,265276;64,3806;1,364001;0,398899;22,204953;10,407585;12,386784;53,734409;12,924276;5,636705;1,36112;3,718054;347,306092;3,094503;31,661086;10,648013;3,207183;23,022323;3,665271;183,713779;131,626217;36,766693;0,5305;85,015605;0,467032;6,691553;33,640247;47,347672;0,991253;4,219483;3,982775;3,872523;4,677625;13,075579;1,266562;25,232909;4,669421;NA;115,009632;1,607619;1,842525;12,008362;5,298367;1,88734;7,016692;3,157489;4,718628
"hsa-let-7c, precursor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,417447;NA;NA;NA;NA;NA;NA;0,147816;NA;NA;NA;0,048763;NA;0,16908;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,12624;0,474521;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,177795;NA;NA;0,096004;0,247377;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,583356;NA;NA;NA;NA;NA;NA;0,250428;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,398899;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,208785;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,185858;0,194846;NA;NA;NA;NA;NA;NA;NA;0,084959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-let-7c, stemloop";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,278298;NA;0,33592;NA;NA;0,231953;0,20699;0,443447;NA;0,196814;0,342029;0,292578;0,275816;0,33816;NA;NA;0,169473;0,355782;NA;0,221732;0,119082;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,3156;NA;0,559846;NA;NA;NA;NA;0,28262;NA;0,372616;NA;NA;0,242647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,131215;NA;0,306764;0,557012;NA;0,215202;NA;0,305239;NA;NA;NA;0,36623;0,288012;0,329836;0,41978;0,410378;0,745285;NA;0,695061;NA;NA;NA;NA;NA;0,30257;NA;NA;NA;NA;NA;NA;NA;0,751283;0,249045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,147324;NA;NA;0,22205;NA;NA;0,202771;NA;NA;NA;NA;0,289502;NA;NA;0,208785;NA;NA;NA;0,278988;0,175034;NA;NA;0,151273;NA;NA;0,185858;NA;NA;NA;NA;NA;NA;NA;NA;0,509756;NA;NA;0,474266;NA;NA;0,214435;NA;NA;NA;NA;NA
"hsa-let-7d, mature,MIMAT0000065";134,073678;97,363717;142,824429;116,497718;138,634817;137,775317;155,26069;103,006539;160,688823;111,713139;108,861045;489,248159;200,404015;174,006341;94,302208;144,320709;103,102959;169,317725;247,886828;172,798275;342,850146;219,497611;293,406527;172,936892;136,447953;108,144192;124,208618;136,256405;244,066618;218,253729;217,961613;160,046317;128,986241;141,262166;86,447533;85,553524;137,097072;104,88038;219,057768;106,55716;76,33206;97,268;47,452107;246,892064;158,409335;81,022623;230,208858;125,789231;176,213944;72,39932;127,620816;50,653699;131,872713;202,610545;95,312631;110,424639;138,756396;75,983237;148,655971;106,672633;132,160792;154,756178;102,156219;113,720373;133,426899;206,306512;169,661614;161,417663;133,289016;143,152043;77,952196;243,322425;145,741154;190,16407;58,740378;233,623217;186,860056;305,801275;265,355048;297,512169;182,499636;322,146572;250,881441;55,794167;185,407655;83,164249;95,707408;99,538582;87,53453;254,097602;143,418237;165,964696;90,058827;58,682211;135,623093;108,351952;66,113893;94,552938;280,103279;110,077377;53,738701;87,751134;102,386481;172,25169;204,505546;222,338447;195,315512;158,450879;217,393148;78,277848;342,970337;85,250095;90,151218;134,784058;127,292772;186,894709;113,9575;134,514499;171,646757;78,264435;107,079968;256,20941;121,45926;117,02357;155,335721;50,731805;197,782689;201,589905;269,223687;166,983258;201,74944;138,460528;298,462259;77,293828;187,363513;111,142915;128,98831;114,737639;130,221973;61,886193;222,282825;94,291058;187,520396;67,831444;233,89293;79,989216;38,866189;272,387079;336,527958;183,638315;239,523937;246,449754;220,975983;267,893665;313,09649;268,054426
"hsa-let-7d, mature,MIMAT0004484";149,910209;136,365319;136,124775;129,820597;182,932332;162,744306;195,333977;194,210246;235,536603;114,884806;87,963612;925,063072;272,931183;186,435367;137,786005;224,023568;236,939644;192,086612;554,160832;142,321373;590,835903;469,521382;282,288579;450,959841;190,553709;155,074691;210,10711;213,875106;378,552308;348,426489;323,838183;204,106687;168,61335;191,089182;101,899508;183,739952;128,148176;131,895024;363,07598;195,673347;129,85224;118,539456;75,448849;582,333091;282,022638;158,016495;284,655632;164,980521;289,403494;158,352067;229,158542;70,408639;164,173026;273,948869;90,27408;204,031097;244,376936;58,756267;109,857198;204,311727;116,982662;139,109874;129,374909;135,673351;107,832433;321,651856;173,991725;363,067574;253,84732;127,555709;80,597001;377,034984;178,182416;396,709318;47,95133;569,301021;591,72351;484,337939;293,100203;407,924808;338,972877;599,767152;574,707612;50,158393;270,205154;167,78752;139,61202;148,615255;107,959256;216,786693;209,983664;216,716642;108,479951;113,807924;100,116619;238,427931;92,603971;183,530272;688,17506;164,784006;79,094284;112,88374;131,104638;199,002899;161,669925;435,989498;198,593266;191,969335;181,958065;79,284636;519,317198;64,108072;157,565184;198,956368;131,295687;304,933473;162,8254;176,858507;212,194665;86,431158;159,132732;580,741334;175,226257;153,582503;159,51141;86,302382;175,2836;204,338856;436,058675;239,097625;173,083882;92,970144;342,785344;58,61254;310,899898;205,558632;149,642027;170,495672;131,240469;79,042762;274,174637;111,03203;188,03927;95,132897;329,81197;121,810988;75,479266;554,41758;189,91323;89,669546;90,706021;175,603019;170,646934;230,201442;231,001808;143,7367
"hsa-let-7d, precursor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,275816;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,264849;NA;NA;0,219345;NA;NA;NA;NA;NA;NA;0,134678;NA;NA;NA;NA;NA;NA;NA;NA;0,129437;NA;NA;0,192203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,093161;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,268198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,400292;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,175035;NA;NA;0,151273;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,084959;0,203018;NA;NA;0,321524;0,307087;NA;NA;NA;NA;NA;NA
"hsa-let-7e, mature,MIMAT0000066";597,225092;568,46942;518,309545;386,053611;467,995044;490,908167;863,532748;459,95281;830,81034;295,317387;612,829372;4287,739699;1480,126793;726,929969;507,66022;1028,031763;1147,933725;637,942819;2564,749165;473,829544;3131,902639;2105,449832;2375,778517;1061,065754;835,595769;338,375697;1263,33634;1799,296346;1990,601655;1541,416958;1781,498033;1664,886587;719,628299;1038,662172;297,346103;3305,568048;559,842873;948,161017;2138,19428;922,937909;417,194191;2895,821742;120,053829;3527,30938;1952,391083;627,141951;1104,60781;508,678717;3411,230634;765,339735;2195,636935;183,113119;262,288267;651,022868;435,414983;789,12678;427,659637;447,593562;400,630022;471,473817;474,224018;796,823628;550,575512;726,425967;705,106621;900,022437;481,298381;523,833701;5748,146338;549,213666;585,337469;2560,193784;2616,656908;2010,509388;407,985893;3012,388254;4253,907807;1564,164342;2031,828589;3607,170141;4378,627035;2497,148903;3331,23598;118,351264;2119,068725;491,204043;519,88635;586,941212;346,571905;792,524959;403,325971;1212,796492;293,249403;593,935104;358,848227;492,143142;469,698022;779,422865;3976,665158;1179,305587;298,21194;650,039956;687,362886;675,087427;497,445924;312,157289;506,89485;360,069463;528,917526;178,956752;1569,148226;154,132175;266,464665;315,976463;361,463435;404,75638;1687,666005;928,50716;425,843965;242,960029;344,539715;2273,749961;278,50531;925,343334;568,102812;347,542031;592,03998;234,577342;1429,11745;1287,994053;627,526443;363,657825;2101,64024;537,320543;477,416646;838,404151;864,728282;656,70572;693,595697;714,754895;597,530317;935,77105;1708,853566;199,976104;4125,453267;694,525652;506,105371;2597,320675;477,676786;467,694243;486,767534;480,032045;270,204085;550,360457;331,662519;658,793211
"hsa-let-7e, mature,MIMAT0004485";1,610495;1,402935;1,827179;1,859006;2,460973;4,012872;5,032458;2,861293;2,806792;2,819258;5,345856;53,850692;8,207022;3,695116;1,571703;6,07903;8,234319;3,725818;14,042486;1,725108;22,043177;18,726128;21,601978;8,826125;2,705287;2,210494;4,489469;17,964153;13,519725;12,471642;15,85377;25,959893;2,575763;1,541042;2,088105;14,133842;0,715912;3,178193;21,501719;11,468035;1,31607;19,693456;0,949042;26,406067;26,851733;5,819305;8,010292;2,154848;22,892269;6,004682;19,748624;0,506536;1,457157;5,095594;2,939156;3,761962;2,847613;3,383867;0,871883;1,729827;1,850991;10,810173;7,407618;2,966619;2,72728;5,753568;1,312154;3,257674;36,965078;2,228048;1,392003;32,42386;17,28027;25,233112;2,996957;33,247748;27,960811;15,74785;16,704696;24,572789;32,74289;25,443424;32,513045;1,127154;22,502616;5,836088;4,645991;3,759907;0,324202;3,834322;2,723131;7,000268;1,488576;2,667373;3,201404;7,77774;4,452114;5,575603;32,179947;16,104836;1,135325;6,815622;10,925387;6,307197;6,90897;5,15354;5,398652;1,777493;6,956581;4,027156;29,022833;1,705002;3,988992;5,107141;3,602625;2,550221;24,738105;6,462137;2,18195;2,38196;6,444627;46,609848;5,802194;8,746157;6,889892;3,207183;3,92426;5,497907;41,429758;26,080194;8,880091;1,5915;39,784883;5,604386;2,573674;6,690877;8,768087;5,699709;2,909988;1,991388;2,710765;2,954289;15,254841;0,844374;35,852819;2,030183;4,506224;19,444926;1,607618;3,377961;3,43096;4,087312;2,044618;3,418388;1,894495;3,085258
"hsa-let-7e, precursor";1,610496;1,122348;0,30453;2,478673;2,871134;3,566999;1,491098;3,218955;0,701697;4,228888;0,485987;0,556596;0,190861;0,67184;2,095604;0,900597;NA;0,20699;0,739079;0,287518;0,196814;0,085507;NA;NA;0,845402;1,360304;0,598596;0,677892;1,423128;NA;0,110866;0,59541;0,594407;NA;NA;1,250783;NA;0,529699;0,288614;0,477834;1,096725;0,06312;NA;0,186616;1,112202;3,133473;NA;1,34678;0,28262;0,343124;0,372616;1,013073;0,72858;1,213237;0,419879;1,770335;0,517748;0,615249;1,743765;1,153218;1,110595;0,284478;2,239513;0,39555;0,839163;0,273979;0,524862;1,628837;1,073674;1,114024;1,252803;NA;0,163021;NA;0,799188;0,355591;1,136619;0,732458;NA;0,247377;0,41978;0,205189;0,465803;1,690732;0,173766;NA;0,6969;0,98945;2,269414;1,179792;0,60514;2,916779;1,488576;2,667372;3,783477;3,486574;3,784297;0,929268;NA;0,249045;2,649092;3,194822;0,624308;1,957407;0,518173;NA;1,156854;0,761783;2,82611;4,278853;1,178592;1,364001;2,792294;0,888199;0,800583;2,914537;2,433256;0,340112;0,727316;5,784762;3,222314;0,096501;1,934065;1,399385;0,626354;2,915621;0,523234;8,246859;0,139494;0,087517;0,623164;0,663125;1,36146;5,370869;0,772101;0,929289;1,363924;2,478134;0,290999;0,919103;0,290439;0,738573;0,311323;0,844374;0,679673;0,406037;0,844917;0,711399;2,143493;1,535436;2,358785;0,75691;0,471835;0,359831;1,136697;2,540801
