"miRNA_id_and_region";"TCGA-2G-AAEW-01A-11R-A439-13";"TCGA-2G-AAEX-01A-11R-A439-13";"TCGA-2G-AAF1-01A-11R-A439-13";"TCGA-2G-AAF4-01A-11R-A439-13";"TCGA-2G-AAF6-01A-11R-A439-13";"TCGA-2G-AAF8-01A-11R-A439-13";"TCGA-2G-AAFE-01A-11R-A439-13";"TCGA-2G-AAFG-01A-11R-A439-13";"TCGA-2G-AAFG-05A-11R-A439-13";"TCGA-2G-AAFH-01A-12R-A439-13";"TCGA-2G-AAFI-01A-21R-A439-13";"TCGA-2G-AAFJ-01A-11R-A439-13";"TCGA-2G-AAFL-01A-21R-A439-13";"TCGA-2G-AAFM-01A-11R-A439-13";"TCGA-2G-AAFN-01A-31R-A439-13";"TCGA-2G-AAFO-01A-31R-A439-13";"TCGA-2G-AAFV-01A-11R-A439-13";"TCGA-2G-AAFY-01A-11R-A439-13";"TCGA-2G-AAFZ-01A-11R-A439-13";"TCGA-2G-AAG0-01A-11R-A439-13";"TCGA-2G-AAG3-01A-11R-A439-13";"TCGA-2G-AAG5-01A-11R-A439-13";"TCGA-2G-AAG6-01A-11R-A439-13";"TCGA-2G-AAG7-01A-11R-A439-13";"TCGA-2G-AAG8-01A-31R-A439-13";"TCGA-2G-AAG9-01A-11R-A439-13";"TCGA-2G-AAGA-01A-11R-A439-13";"TCGA-2G-AAGC-01A-21R-A439-13";"TCGA-2G-AAGE-01A-21R-A439-13";"TCGA-2G-AAGF-01A-31R-A439-13";"TCGA-2G-AAGG-01A-11R-A439-13";"TCGA-2G-AAGI-01A-11R-A439-13";"TCGA-2G-AAGI-05A-11R-A439-13";"TCGA-2G-AAGJ-01A-11R-A439-13";"TCGA-2G-AAGK-01A-11R-A439-13";"TCGA-2G-AAGM-01A-11R-A439-13";"TCGA-2G-AAGN-01A-11R-A439-13";"TCGA-2G-AAGO-01A-11R-A439-13";"TCGA-2G-AAGP-01A-11R-A439-13";"TCGA-2G-AAGS-01A-11R-A439-13";"TCGA-2G-AAGT-01A-11R-A439-13";"TCGA-2G-AAGV-01A-11R-A439-13";"TCGA-2G-AAGW-01A-11R-A439-13";"TCGA-2G-AAGX-01A-11R-A439-13";"TCGA-2G-AAGY-01A-11R-A439-13";"TCGA-2G-AAGY-05A-11R-A439-13";"TCGA-2G-AAGZ-01A-11R-A439-13";"TCGA-2G-AAH0-01A-11R-A439-13";"TCGA-2G-AAH2-01A-11R-A439-13";"TCGA-2G-AAH3-01A-11R-A439-13";"TCGA-2G-AAH4-01A-12R-A439-13";"TCGA-2G-AAH8-01A-11R-A439-13";"TCGA-2G-AAHA-01A-11R-A439-13";"TCGA-2G-AAHC-01A-11R-A439-13";"TCGA-2G-AAHG-01A-11R-A439-13";"TCGA-2G-AAHL-01A-11R-A439-13";"TCGA-2G-AAHN-01A-11R-A439-13";"TCGA-2G-AAHP-01A-12R-A439-13";"TCGA-2G-AAHP-05A-11R-A439-13";"TCGA-2G-AAHT-01A-11R-A439-13";"TCGA-2G-AAKD-01A-31R-A439-13";"TCGA-2G-AAKG-01A-11R-A439-13";"TCGA-2G-AAKG-05A-11R-A439-13";"TCGA-2G-AAKH-01A-11R-A439-13";"TCGA-2G-AAKL-01A-11R-A439-13";"TCGA-2G-AAKM-01A-11R-A439-13";"TCGA-2G-AAKO-01A-11R-A439-13";"TCGA-2G-AAKO-05A-11R-A439-13";"TCGA-2G-AAL5-01A-11R-A439-13";"TCGA-2G-AAL7-01A-11R-A439-13";"TCGA-2G-AALF-01A-11R-A439-13";"TCGA-2G-AALG-01A-11R-A439-13";"TCGA-2G-AALN-01A-11R-A439-13";"TCGA-2G-AALO-01A-12R-A439-13";"TCGA-2G-AALP-01A-12R-A439-13";"TCGA-2G-AALQ-01A-12R-A439-13";"TCGA-2G-AALR-01A-21R-A439-13";"TCGA-2G-AALS-01A-12R-A439-13";"TCGA-2G-AALT-01A-11R-A439-13";"TCGA-2G-AALW-01A-11R-A439-13";"TCGA-2G-AALX-01A-11R-A439-13";"TCGA-2G-AALY-01A-11R-A439-13";"TCGA-2G-AALZ-01A-11R-A439-13";"TCGA-2G-AAM2-01A-11R-A439-13";"TCGA-2G-AAM3-01A-11R-A439-13";"TCGA-2G-AAM4-01A-11R-A439-13";"TCGA-2X-A9D5-01A-11R-A439-13";"TCGA-2X-A9D6-01A-11R-A439-13";"TCGA-4K-AA1G-01A-11R-A439-13";"TCGA-4K-AA1H-01A-11R-A439-13";"TCGA-4K-AA1I-01A-11R-A439-13";"TCGA-4K-AAAL-01A-11R-A439-13";"TCGA-S6-A8JW-01A-11R-A439-13";"TCGA-S6-A8JX-01A-11R-A439-13";"TCGA-S6-A8JY-01A-11R-A43A-13";"TCGA-SB-A6J6-01A-11R-A43A-13";"TCGA-SB-A76C-01A-11R-A43A-13";"TCGA-SN-A6IS-01A-11R-A43A-13";"TCGA-SN-A84W-01A-11R-A43A-13";"TCGA-SN-A84X-01A-11R-A43A-13";"TCGA-SN-A84Y-01A-11R-A43A-13";"TCGA-SO-A8JP-01A-11R-A43A-13";"TCGA-VF-A8A8-01A-11R-A43A-13";"TCGA-VF-A8A9-01A-11R-A43A-13";"TCGA-VF-A8AA-01A-11R-A43A-13";"TCGA-VF-A8AB-01A-31R-A43A-13";"TCGA-VF-A8AC-01A-11R-A43A-13";"TCGA-VF-A8AD-01A-11R-A43A-13";"TCGA-VF-A8AE-01A-11R-A43A-13";"TCGA-W4-A7U2-01A-11R-A43A-13";"TCGA-W4-A7U3-01A-12R-A43A-13";"TCGA-W4-A7U4-01A-12R-A43A-13";"TCGA-WZ-A7V3-01A-11R-A43A-13";"TCGA-WZ-A7V4-01A-11R-A43A-13";"TCGA-WZ-A7V5-01A-11R-A43A-13";"TCGA-WZ-A8D5-01A-11R-A43A-13";"TCGA-X3-A8G4-01A-11R-A43A-13";"TCGA-XE-A8H1-01A-11R-A43A-13";"TCGA-XE-A8H4-01A-31R-A43A-13";"TCGA-XE-A8H5-01A-11R-A43A-13";"TCGA-XE-A9SE-01A-21R-A43A-13";"TCGA-XE-AANI-01A-11R-A43A-13";"TCGA-XE-AANJ-01A-11R-A43A-13";"TCGA-XE-AANR-01A-11R-A43A-13";"TCGA-XE-AANV-01A-11R-A43A-13";"TCGA-XE-AAO3-01A-11R-A43A-13";"TCGA-XE-AAO4-01A-11R-A43A-13";"TCGA-XE-AAO6-01A-31R-A43A-13";"TCGA-XE-AAOB-01A-11R-A43A-13";"TCGA-XE-AAOC-01A-11R-A43A-13";"TCGA-XE-AAOD-01A-11R-A43A-13";"TCGA-XE-AAOF-01A-11R-A43A-13";"TCGA-XE-AAOJ-01A-12R-A43A-13";"TCGA-XE-AAOL-01A-11R-A43A-13";"TCGA-XY-A89B-01A-11R-A43A-13";"TCGA-XY-A8S2-01A-11R-A43A-13";"TCGA-XY-A8S3-01B-11R-A43A-13";"TCGA-XY-A9T9-01A-11R-A43A-13";"TCGA-YU-A90P-01A-11R-A43A-13";"TCGA-YU-A90Q-01A-11R-A43A-13";"TCGA-YU-A90S-01A-11R-A43A-13";"TCGA-YU-A90W-01A-11R-A43A-13";"TCGA-YU-A90Y-01A-11R-A43A-13";"TCGA-YU-A912-01A-11R-A43A-13";"TCGA-YU-A94D-01A-11R-A43A-13";"TCGA-YU-A94I-01A-11R-A43A-13";"TCGA-YU-AA4L-01A-11R-A43A-13";"TCGA-YU-AA61-01A-11R-A43A-13";"TCGA-ZM-AA05-01A-12R-A43A-13";"TCGA-ZM-AA06-01A-12R-A43A-13";"TCGA-ZM-AA0B-01A-11R-A43A-13";"TCGA-ZM-AA0D-01A-11R-A43A-13";"TCGA-ZM-AA0E-01A-12R-A43A-13";"TCGA-ZM-AA0F-01A-21R-A43A-13";"TCGA-ZM-AA0H-01A-11R-A43A-13";"TCGA-ZM-AA0N-01A-21R-A43A-13"
"hsa-mir-525, mature,MIMAT0002839";0,536832;3,367044;0,30453;0,309834;1,640648;3,121123;0,372774;2,145971;1,637294;4,933703;70,954076;NA;15,6506;88,01093;150,359632;17,561647;NA;32,497413;4,877916;61,528837;0,393628;NA;0,487629;27,305826;31,448969;1,530342;28,732597;59,315599;49,09795;48,327612;2,771639;20,243954;1,981356;17,465142;43,432577;2,8768;61,926354;38,138318;1,443068;44,677553;NA;NA;18,0318;0,37323;0,158886;3,133471;13,698762;4,04034;0,847862;6,347809;0,558924;3,039221;0,24286;2,183824;4,618673;3,098086;1,423807;0,922872;0,871883;1,537624;67,005892;124,88596;0,51681;38,763816;50,349774;55,069865;NA;2,606138;NA;113,073403;NA;2,008558;6,846899;3,764617;15,584182;0,177795;0,227324;14,09982;2,976124;0,742131;NA;7,3868;0,186322;93,553857;0,260648;13,617538;0,929199;NA;1,945212;0,589896;2,420561;4,08349;5,396087;3,111935;4,074514;3,754771;2,893874;5,575604;0,125214;1,41125;162,729866;2,981834;246,289427;4,784771;2,763589;2,20866;10,604495;57,641586;2,173931;3,272064;14,437754;213,466241;5,584589;1,776397;0,400292;4,007489;54,748266;47,955863;5,091216;4,423642;3,965925;0,289502;2,707691;9,270925;3,340554;9,329986;4,185877;53,604588;8,369648;1,400278;4,673732;0,663125;0,302547;12,609869;6,691553;125,268101;42,476513;5,451895;50,633794;5,820981;0,677691;2,215718;65,377892;1,266561;0,084959;0,812073;7,604254;4,347443;1,178921;9,51971;6,647485;3,027638;0,157278;1,259408;7,072774;11,978059
"hsa-mir-525, precursor";0,805248;15,151702;0,456795;13,322878;8,613405;20,956116;2,982198;8,583879;11,461065;20,439627;470,921223;0,139149;151,92533;315,092566;491,419285;297,197095;NA;203,057074;4,877917;266,816637;3,936282;0,171014;0,341341;107,84422;158,259336;4,25095;316,058558;131,002738;314,867285;549,921448;1,552118;24,769072;4,557118;144,344247;337,437714;4,878053;336,836411;191,48615;2,020296;151,951467;0,219345;NA;62,162259;1,119692;0,158886;11,638609;32,621628;10,100849;0,989171;3,602809;NA;8,864396;1,457158;7,036774;11,336745;6,638756;2,847613;0,615249;1,743765;8,841336;414,992289;128,015221;0,34454;162,768465;405,945051;429,051792;0,131215;7,329763;0,153382;557,568844;NA;0,215202;6,357835;0,406985;11,188643;NA;NA;44,313717;7,488312;0,412295;0,104945;15,183979;0,372643;388,868442;0,434413;54,470152;1,626098;0,59367;41,822055;4,571692;18,456778;34,709665;9,675742;10,224931;11,059395;20,651239;13,356342;9,989623;0,250428;0,498088;420,827001;5,537693;491,330236;13,70184;5,354452;2,650392;16,003147;277,796893;6,304401;12,081468;11,933246;578,336654;15,557069;1,110248;1,200876;8,014978;153,295146;497,244493;14,728165;10,548685;6,940369;0,096501;7,736258;8,746155;3,758123;20,409347;11,77278;132,866073;18,831709;0,262552;4,517941;0,132625;0,151273;12,843386;16,471517;115,231783;122,948071;5,451895;189,440233;11,79514;0,96813;3,446671;52,094763;2,533124;0,084959;0,609055;5,914419;6,797819;0,964572;14,7402;4,932005;1,816583;0,629114;1,709195;6,820175;10,163202
"hsa-mir-525, stemloop";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,417621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,145499;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-526a-1, mature,MIMAT0002845";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,485987;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,355782;NA;NA;NA;NA;0,513681;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,273979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,202771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-526a-1, precursor";NA;0,280587;NA;NA;NA;NA;NA;NA;NA;NA;4,859869;NA;2,672054;3,695116;2,619505;4,277837;NA;2,276889;NA;2,300144;NA;NA;NA;1,379082;1,859884;NA;3,890873;1,355785;6,048296;3,897388;NA;0,119082;NA;1,027361;2,505726;0,125078;6,443207;1,324247;NA;1,672422;NA;NA;NA;NA;NA;NA;0,812639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,884759;0,568956;NA;1,779973;3,356653;9,3153;NA;NA;NA;7,798165;NA;NA;NA;NA;NA;NA;NA;0,732459;NA;NA;NA;NA;NA;1,127155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,291037;0,268198;NA;0,232317;NA;NA;6,055066;NA;2,497232;NA;NA;NA;NA;3,047132;NA;0,251697;NA;2,046001;NA;NA;NA;NA;1,216627;2,040674;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,458159;0,139494;NA;NA;NA;NA;0,233516;NA;0,185858;0,194846;0,247813;2,473489;NA;NA;NA;0,518871;NA;NA;NA;NA;NA;NA;0,307087;0,214435;NA;NA;NA;0,1263;NA
"hsa-mir-526a-1, unannotated";NA;0,280587;NA;0,309834;0,410162;0,89175;NA;NA;0,233899;0,352407;17,00954;NA;0,763444;5,374714;33,529673;4,277836;NA;4,553778;0,295632;11,500718;0,393628;NA;0,048763;4,688879;4,565172;0,340076;3,591575;4,914721;23,481627;6,62556;0,110866;1,905313;NA;6,677849;16,704837;0,500313;16,823923;6,886084;NA;5,017265;NA;NA;7,117816;0,093308;NA;NA;0,812638;0,67339;NA;NA;NA;0,253268;NA;NA;NA;0,442584;0,258874;NA;NA;0,192203;11,476147;13,654957;NA;8,504307;9,440582;24,932126;NA;0,325768;NA;32,863699;NA;0,071734;1,14115;0,305239;3,196755;NA;0,227324;5,859666;0,192008;0,164918;NA;0,820756;NA;6,762929;NA;0,972682;0,2323;NA;0,648404;NA;0,30257;1,166712;0,186072;0,444562;0,291037;NA;0,222606;0,232317;NA;NA;21,571168;0,212988;18,417081;0,21749;NA;0,147244;1,349663;11,426746;0,869573;0,503395;0,73662;28,985032;0,797798;0,22205;NA;2,185903;5,677597;10,713545;0,363658;0,34028;0,495741;NA;NA;0,349846;NA;1,166248;NA;3,207112;0,976459;NA;1,402119;0,132625;NA;2,33516;0,772102;19,329203;8,962932;0,247813;12,076452;0,459551;0,096813;0,246191;11,518959;0,140729;NA;NA;0,563278;0,079044;NA;1,535437;0,643305;0,151382;NA;0,179915;0,884097;0,362972
"hsa-mir-526a-2, mature,MIMAT0002845";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,485987;NA;NA;NA;0,523901;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,357956;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,312154;NA;NA;NA;NA;NA;NA;NA;NA;0,341;NA;NA;NA;NA;0,202771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-526a-2, precursor";NA;NA;NA;NA;NA;1,337625;NA;NA;NA;NA;10,691711;NA;5,916691;9,741669;16,764836;29,494559;NA;8,279596;NA;3,450216;NA;NA;NA;1,379082;9,299424;0,170038;6,883852;0,508419;9,961902;30,789365;NA;0,59541;NA;2,568404;10,022903;0,125078;7,875028;2,383644;NA;5,734016;NA;NA;4,74521;NA;NA;NA;0,232182;NA;NA;NA;NA;0,253268;NA;NA;NA;0,221292;NA;NA;NA;0,576609;35,909235;2,275826;NA;5,537689;14,26577;10,137237;NA;NA;NA;16,153345;NA;NA;0,163021;NA;0,199797;NA;NA;1,098687;0,192008;NA;NA;0,410378;NA;6,762928;NA;NA;NA;NA;3,890424;0,442422;0,30257;0,583356;NA;NA;NA;0,268198;NA;NA;NA;NA;6,811949;0,212988;11,861848;NA;NA;NA;NA;23,361347;NA;NA;0,294648;17,391017;0,797798;NA;NA;0,728634;5,474826;9,863261;NA;NA;NA;NA;NA;0,349846;NA;0,583124;NA;0,458159;0,139494;NA;0,155791;NA;NA;0,233516;0,772102;1,672721;0,779386;NA;1,745993;NA;NA;NA;NA;NA;0,084959;0,203018;NA;0,079044;NA;NA;0,214435;NA;NA;0,089958;NA;0,544458
"hsa-mir-526a-2, unannotated";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,225149;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-526b, mature,MIMAT0002835";17,447026;365,604962;18,728577;225,249579;52,090596;631,804607;45,478521;140,203346;94,963118;269,239239;5478,04336;1,391491;950,487613;4252,405942;6233,375959;1481,482481;2,667456;2615,524158;254,981979;2731,420304;74,592541;0,940582;7,948357;3260,150043;1655,805217;147,082904;3745,712933;2840,878276;3360,363297;3142,85369;49,335158;796,778211;84,802012;2370,122283;4345,763404;111,319646;3138,556457;1925,720321;31,458888;2846,222966;1,535415;0,883681;1793,689628;39,282524;3,654378;143,692053;524,267879;233,127578;65,99191;461,845901;11,364774;305,188534;27,200266;56,294187;124,284315;166,632772;79,215405;69,523123;41,850361;103,981792;2842,382522;3317,016607;15,848857;2516,483521;2752,45429;3095,693617;5,77348;206,047772;2,760877;4044,462912;4,872012;60,400201;199,701247;116,092673;340,054844;3,378113;7,729004;641,999553;97,732069;15,172461;0,944506;409,96742;6,148599;5675,788542;4,517899;582,636082;60,862477;21,569991;251,580727;52,058301;74,12968;149,339059;444,525902;304,52511;143,190048;186,933935;172,742021;732,030238;5,509408;53,212366;8947,871948;84,130335;7034,388123;139,628263;112,443506;218,951834;739,808117;3289,633226;130,435889;92,62459;315,420744;8156,388232;250,907596;136,116356;43,231508;332,985895;1782,968543;2661,720524;360,567286;236,154426;335,368514;5,693544;107,147181;536,839074;121,721404;598,28544;232,054558;1138,524793;302,841773;25,20502;236,49085;26,12713;5,294567;390,438917;368,035475;8553,357892;1972,430013;393,27999;2102,175507;376,525403;27,688541;130,97348;2405,80265;134,396325;0,764634;26,595399;283,047244;164,333355;21,649253;285,591361;263,54066;87,195981;25,793638;53,434801;154,211704;362,245524
"hsa-mir-526b, mature,MIMAT0002836";0,268416;3,367044;NA;5,577018;2,460973;5,350498;1,118324;NA;2,105093;4,581294;105,459139;NA;18,131793;90,362368;196,986833;33,09695;NA;45,951754;1,330342;102,068865;1,377698;NA;0,243815;22,341128;39,057592;1,70038;40,105917;38,30093;80,762568;78,727238;0,886925;4,763282;1,38695;33,38924;64,313623;0,500312;103,091273;85,811218;1,010148;30,581424;NA;NA;23,726052;0,186615;NA;2,685834;13,814853;2,69356;0,28262;3,088122;NA;3,292488;0,728579;1,941179;3,778915;2,655502;0,517748;2,15337;NA;1,153218;81,813823;106,394874;NA;46,674798;139,301039;95,070862;0,131215;2,443254;NA;250,098314;NA;0,932545;4,727621;1,526195;10,389454;NA;NA;17,395882;4,512188;0,742131;NA;4,308966;0,093161;110,46118;NA;8,267791;NA;0,19789;2,593616;0,294948;1,21028;4,375168;2,79108;2,667373;3,783477;2,950177;2,226057;3,949387;NA;0,830146;123,750387;2,342869;247,850197;4,78477;1,727242;0,883464;7,519551;61,958357;1,304358;1,006789;5,450989;300,080339;3,988991;0,8882;0,400292;8,379295;21,493763;50,166595;3,636584;1,701401;2,478704;0,096501;1,934065;5,07277;1,461494;8,163739;3,401025;43,983251;9,485601;0,350069;6,543224;0,79575;NA;12,609868;3,603144;80,848108;54,362143;3,221574;90,209632;5,974162;0,677691;1,969526;65,689214;1,266562;NA;NA;6,477697;1,26471;0,428699;7,984274;8,148531;1,665201;0,94367;1,169449;7,451672;10,889144
"hsa-mir-526b, precursor";NA;7,014676;0,30453;4,957349;3,691459;5,796373;0,745549;2,145969;3,508489;4,228888;180,301109;0,278298;77,680414;113,876738;207,988759;138,241677;NA;92,1105;1,478157;104,369008;1,574512;0,171014;0,341341;27,305826;67,124952;0,680152;117,02547;33,55568;148,716976;251,381526;0,554329;6,430432;0,396272;52,395423;136,562043;3,126956;136,739117;64,093563;0,288614;56,862339;NA;NA;21,353448;0,653154;NA;5,371666;11,725212;3,097594;0,282621;0,171562;0,186308;4,558832;NA;2,669121;1,679518;0,885168;0,388311;NA;NA;4,228465;213,234218;44,663088;0,17227;65,46338;163,007393;169,04531;0,131215;1,140185;NA;237,287039;NA;0,071734;2,445322;0,305239;5,194727;NA;NA;16,480309;2,208092;0,164918;NA;5,129723;NA;115,533376;0,260648;17,508262;0,2323;NA;11,022868;2,064636;7,564253;21,584162;2,418936;2,222811;3,492441;6,168552;3,339085;2,555485;0,125214;0,332058;125,264155;1,916893;143,590794;5,00226;1,209069;0,73622;2,699326;103,602497;1,739145;4,027157;1,915212;216,194243;3,590093;NA;NA;4,007489;44,204154;176,17828;3,272925;3,743081;2,230833;NA;1,934065;2,798769;0,626354;9,038425;3,924258;38,943505;3,626847;0,175034;1,090537;0,397875;0,151273;5,604385;3,860511;42,189702;41,697126;2,23032;68,239222;2,604123;0,387252;2,215718;12,868029;0,844374;NA;NA;2,253112;1,818021;0,428698;6,448836;1,929915;0,454146;0,157278;0,269873;2,147094;4,355658
"hsa-mir-527, mature,MIMAT0002862";0,402624;15,993463;0,456795;9,604865;4,101621;29,427738;3,54136;10,372187;7,952576;21,849257;347,966558;0,139149;60,502926;303,671299;495,610493;148,598545;0,115976;117,984234;4,877917;270,841886;1,771327;0,256521;0,585155;128,53045;138,81508;2,890646;174,490663;177,607853;205,286355;207,730781;3,880294;27,50796;1,783221;130,988554;269,783122;8,255164;370,484255;193,340096;1,875989;127,104057;0,43869;0,06312;142,830841;1,213001;0,635544;3,581111;33,782539;2,962916;1,413103;8,921244;0,745232;3,292489;0,485719;6,308831;9,237347;2,434211;0,906059;1,845747;1,307824;2,114233;203,238864;332,555096;0,34454;146,748725;244,825775;244,115675;0,656077;8,795715;0,153382;689,023636;NA;3,58671;18,747463;4,578589;17,382356;0,177795;0,227324;67,935492;12,576524;2,47377;NA;20,108512;0,279482;375,906162;0,173766;24,803372;2,090696;0,39578;5,835636;2,064635;5,143692;5,250202;18,97934;4,445622;16,298054;17,701062;10,907678;18,12071;0,250428;1,162206;709,577902;5,96367;609,012258;17,181671;9,154387;5,595272;17,160001;265,862292;5,000043;5,285643;26,812973;1024,365158;23,535052;1,332298;1,601167;11,65815;111,321475;241,819997;7,636826;6,805603;17,84666;0,579003;6,189007;14,868466;4,593261;16,910602;6,540433;226,788642;39,616335;2,187936;14,955944;0,79575;0,45382;16,346128;21,104131;305,550082;224,852733;17,346943;270,337909;5,055061;0,774504;5,170006;189,492113;2,673854;0,084959;0,406037;8,167532;11,224308;0,750222;17,811073;12,222797;3,027639;1,572782;1,079491;13,514047;26,496918
"hsa-mir-527, precursor";0,805248;15,151702;0,456795;13,632712;8,613405;21,401991;2,982198;8,941541;11,461065;20,08722;471,893195;0,139149;151,92533;315,092566;490,895383;296,971945;NA;203,264064;4,877917;265,379047;3,936282;0,171014;0,341341;108,395852;158,428416;4,420988;318,153643;131,002738;313,444156;547,972755;1,552118;24,769072;4,557118;144,344247;337,020093;4,878053;337,194367;191,750998;2,020296;152,429302;0,219345;NA;61,687738;1,119692;0,158886;11,19097;32,621628;10,100849;0,989171;3,431247;NA;8,864396;1,457158;7,036774;11,336745;6,638756;2,847613;0,615249;1,743765;8,841336;415,732686;127,446265;0,34454;164,152888;406,574423;429,325771;0,131215;7,329763;0,153382;557,568845;NA;0,215202;6,520856;0,305239;11,188643;NA;NA;44,313717;7,488312;0,412295;0,104945;15,183979;0,372643;389,432019;0,434413;54,470152;1,626098;0,59367;41,822055;4,571692;18,456778;34,709665;9,675742;10,224931;11,059395;20,383041;13,356342;9,989623;0,250428;0,498088;419,691676;5,537693;495,076082;13,70184;5,527176;2,650392;16,003147;277,035109;6,304401;12,081468;11,933246;577,995653;15,15817;1,110248;1,200876;8,014978;153,90346;497,074437;14,909994;10,548685;6,940369;0,096501;7,736258;8,746155;3,758123;20,409347;11,77278;133,324232;18,971203;0,262552;4,517941;0,132625;0,151273;13,076902;16,471517;115,417641;123,142918;5,451895;189,876732;11,79514;0,96813;3,692862;52,198539;2,533124;0,084959;0,609055;5,914419;6,797819;0,964572;14,7402;4,932005;1,816583;0,629114;1,88911;6,820175;10,889145
"hsa-mir-527, stemloop";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,287518;NA;NA;NA;NA;NA;NA;NA;0,338946;0,355782;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,284478;NA;NA;0,209791;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,312154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,185858;0,194846;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
